City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,acarau,-2.8856,-40.12,30.62,57,7,6.9,BR,1728132508
364,adh dhibiyah,24.5014,45.9686,37.57,13,8,3.0,SA,1728132510
365,zaraza,9.3503,-65.3245,27.24,80,100,0.47,VE,1728132511
366,carnarvon,-24.8667,113.6333,20.48,78,84,9.77,AU,1728132512
367,binzhou,37.3667,118.0167,18.26,43,100,2.94,CN,1728132513
368,muynoq,43.7683,59.0214,18.47,46,11,4.42,UZ,1728132514
369,palafrugell,41.9174,3.1631,19.87,53,16,1.79,ES,1728132515
370,werota,11.9167,37.7,24.59,58,50,0.87,ET,1728132516
371,flying fish cove,-10.4217,105.6791,25.82,88,100,4.12,CX,1728132517
372,okha,53.5739,142.9478,8.84,91,41,7.62,RU,1728132518
373,borba,-4.3878,-59.5939,35.18,39,0,0.83,BR,1728132520
374,san andres,12.5847,-81.7006,29.01,84,40,2.06,CO,1728132521
375,berbera,10.4396,45.0143,31.88,67,100,3.81,SO,1728132522
376,malango,-2.9627,119.9001,18.99,98,91,0.99,ID,1728132523
377,cockburn town,21.4612,-71.1419,28.74,71,1,5.62,TC,1728132524
378,anna regina,7.2644,-58.5077,29.25,71,100,2.63,GY,1728132525
379,quepos,9.4236,-84.1652,26.72,77,82,1.05,CR,1728132526
380,nuku'alofa,-21.1333,-175.2,23.19,88,20,3.6,TO,1728132527
381,hawaiian paradise park,19.5933,-154.9731,21.73,94,75,2.06,US,1728132528
382,mitsamiouli,-11.3847,43.2844,25.32,76,32,2.48,KM,1728132529
383,port blair,11.6667,92.75,27.86,78,99,3.05,IN,1728132530
384,shevchenko,48.5,35.0,26.81,30,5,4.09,UA,1728132531
385,konarka,19.9,86.1167,28.84,75,95,1.24,IN,1728132533
386,oisterwijk,51.5792,5.1889,16.64,56,0,4.12,NL,1728132534
387,mabaruma,8.2,-59.7833,28.27,75,96,1.54,GY,1728132535
388,torghay,49.6339,63.4981,16.08,19,0,2.61,KZ,1728132536
389,kuta,-8.7233,115.1723,27.97,89,40,4.63,ID,1728132537
390,negotino,41.4839,22.0892,24.18,59,100,1.6,MK,1728132538
391,shingu,33.7333,135.9833,21.68,94,99,1.49,JP,1728132539
392,north bend,43.4065,-124.2243,8.48,100,100,0.0,US,1728132540
393,manismata,-2.4667,111.0333,24.11,95,91,0.71,ID,1728132541
394,montevideo,-34.8335,-56.1674,17.51,72,0,6.69,UY,1728132300
395,bouna,9.2667,-3.0,29.81,61,73,0.92,CI,1728132544
396,mount pearl,47.5166,-52.7813,13.41,96,100,3.6,CA,1728132545
397,aktau,43.65,51.2,22.32,52,0,4.93,KZ,1728132428
398,alpena,45.0617,-83.4327,1.18,93,0,0.0,US,1728132547
399,marana,32.4367,-111.2254,27.19,23,0,3.4,US,1728132548
400,wanning,18.8003,110.3967,24.4,82,16,3.64,CN,1728132549
401,bamboo flat,11.7,92.7167,27.38,79,99,2.93,IN,1728132550
402,as sulayyil,20.4607,45.5779,38.07,11,0,1.17,SA,1728132551
403,metahara,8.9,39.9167,30.76,40,60,4.46,ET,1728132552
404,saint-joseph,-21.3667,55.6167,23.21,62,4,5.81,RE,1728132554
405,mary,37.0,62.5,25.29,35,41,6.79,TM,1728132354
406,n'zeto,-7.2312,12.8666,25.73,77,84,3.93,AO,1728132556
407,belmonte,-15.8631,-38.8828,27.25,68,55,1.2,BR,1728132557
408,jiuquan,39.7432,98.5174,15.27,32,100,1.77,CN,1728132558
409,idrinskoye,54.3708,92.1358,7.38,65,100,1.06,RU,1728132559
410,ust-tsilma,65.441,52.1498,2.51,96,100,2.57,RU,1728132560
411,lenggries,47.6833,11.5667,9.46,96,100,0.28,DE,1728132562
412,bokovskaya,49.229,41.8306,24.98,22,88,4.34,RU,1728132563
413,roseburg,43.2165,-123.3417,10.84,92,100,0.0,US,1728132564
414,pozarevac,44.6153,21.1825,19.62,57,5,2.52,RS,1728132565
415,nagqu,31.5,92.0,5.9,59,8,1.41,CN,1728132567
416,cam ranh,11.9214,109.1591,27.98,74,20,5.14,VN,1728132568
417,gignac,43.652,3.5509,20.65,31,2,3.08,FR,1728132570
418,tannum sands,-23.9504,151.3693,19.94,77,0,0.0,AU,1728132571
419,navasota,30.388,-96.0877,21.77,95,3,3.08,US,1728132572
420,canutama,-6.5339,-64.3831,29.04,64,17,1.59,BR,1728132573
421,sorong,-0.8833,131.25,25.97,85,100,3.47,ID,1728132574
422,formosa do rio preto,-11.0483,-45.1931,35.71,22,0,3.11,BR,1728132575
423,cooper's town,26.8667,-77.5167,27.7,72,5,7.26,BS,1728132576
424,celestun,20.8667,-90.4,26.43,87,100,3.3,MX,1728132577
425,mega,4.05,38.3,22.08,46,85,6.45,ET,1728132578
426,gizo,-8.103,156.8419,27.82,77,63,3.01,SB,1728132579
427,bontang,0.1333,117.5,26.76,83,17,4.06,ID,1728132581
428,lantana,26.5867,-80.052,27.23,90,100,2.06,US,1728132467
429,krasnoarmeysk,51.0239,45.6969,21.52,25,100,3.64,RU,1728132583
430,syktyvkar,61.6764,50.8099,6.85,93,75,4.0,RU,1728132453
431,tarawa,1.419,172.984,28.05,78,20,4.12,KI,1728132585
432,kismayo,-0.3582,42.5454,27.32,70,50,8.46,SO,1728132586
433,colonia,50.9333,6.95,16.62,63,20,2.57,DE,1728132365
434,zhangye,38.9342,100.4517,16.1,30,100,2.2,CN,1728132588
435,vylkove,45.4021,29.586,24.02,65,100,5.73,UA,1728132589
436,yankton,42.8711,-97.3973,15.06,94,0,4.12,US,1728132590
437,boa vista,2.8197,-60.6733,25.99,78,40,3.09,BR,1728132591
438,mersing,2.4312,103.8405,25.95,89,20,1.54,MY,1728132593
439,motygino,58.1831,94.7592,6.53,86,100,4.82,RU,1728132594
440,san antonio de pale,-1.4014,5.6325,24.82,78,83,3.8,GQ,1728132595
441,walvis bay,-22.9575,14.5053,34.53,26,0,4.12,NA,1728132596
442,springbok,-29.6643,17.8865,30.68,10,100,9.37,ZA,1728132402
443,haiku-pauwela,20.9219,-156.3051,23.91,78,75,2.57,US,1728132598
444,bongouanou,6.6486,-4.1992,25.93,82,98,0.96,CI,1728132601
445,quatre cocos,-20.2078,57.7625,24.06,67,81,8.11,MU,1728132602
446,eyl,7.9803,49.8164,32.54,47,24,8.32,SO,1728132603
447,kabo,7.6994,18.629,28.67,72,90,1.56,CF,1728132605
448,vail,32.0479,-110.712,24.89,21,0,2.24,US,1728132546
449,yen bai,21.7,104.8667,23.52,70,5,1.12,VN,1728132607
450,freetown,8.484,-13.2299,27.84,78,75,4.63,SL,1728132608
451,urangan,-25.3,152.9,21.77,72,0,8.98,AU,1728132609
452,barabinsk,55.3571,78.357,8.88,50,7,3.18,RU,1728132610
453,lucapa,-8.4192,20.7447,34.31,19,13,3.71,AO,1728132612
454,el abiodh sidi cheikh,32.893,0.5484,26.76,32,5,2.32,DZ,1728132613
455,nadym,65.5333,72.5167,0.48,65,100,4.18,RU,1728132614
456,chegdomyn,51.1167,133.0167,5.2,84,100,2.91,RU,1728132615
457,brisas de zicatela,15.8369,-97.0419,24.6,85,100,2.12,MX,1728132616
458,raja,8.4596,25.678,32.8,47,46,1.14,SS,1728132617
459,chyorny yar,48.0624,46.1091,23.94,18,100,2.29,RU,1728132618
460,lorengau,-2.0226,147.2712,27.35,81,76,2.27,PG,1728132619
461,misratah,32.3754,15.0925,27.25,65,53,6.05,LY,1728132620
462,jinxiang,27.4327,120.6062,22.25,89,99,3.39,CN,1728132621
463,ciudad lazaro cardenas,17.9583,-102.2,25.13,90,100,1.14,MX,1728132578
464,la passe,45.5549,-0.8967,18.22,49,60,5.24,FR,1728132624
465,bardai,11.65,7.2333,23.95,80,100,4.86,NG,1728132625
466,rio bueno,-40.3167,-72.9667,6.46,87,96,1.29,CL,1728132456
467,gurlan,41.8447,60.3919,23.49,37,93,2.76,UZ,1728132627
468,sagua la grande,22.8067,-80.0756,27.89,82,6,2.22,CU,1728132628
469,kuching,1.55,110.3333,25.12,97,40,2.57,MY,1728132474
470,pokhara,28.2333,83.9833,19.51,92,49,1.44,NP,1728132565
471,point pedro,9.8167,80.2333,28.27,80,100,5.13,LK,1728132631
472,pilar de la horadada,37.8659,-0.7926,29.29,68,20,5.14,ES,1728132632
473,porto novo,6.4965,2.6036,28.9,71,100,4.43,BJ,1728132633
474,cambria,35.5641,-121.0808,18.24,68,20,0.65,US,1728132634
475,san jose de jachal,-30.2406,-68.7469,22.38,23,2,2.32,AR,1728132637
476,karlivka,49.4567,35.1295,25.83,32,5,4.45,UA,1728132638
477,pechora,65.1472,57.2244,2.41,96,100,4.37,RU,1728132437
478,vadso,70.0744,29.7487,5.09,70,20,8.23,NO,1728132640
479,berezovo,63.9381,65.0419,3.0,83,100,5.02,RU,1728132641
480,delijan,33.9905,50.6838,22.64,34,0,3.6,IR,1728132642
481,key west,24.5557,-81.7826,29.0,84,20,4.12,US,1728132643
482,ziway,7.9333,38.7167,25.15,49,94,3.42,ET,1728132644
483,queenstown,-31.8976,26.8753,28.8,8,0,5.77,ZA,1728132646
484,senanga,-16.1167,23.2667,31.86,13,0,4.21,ZM,1728132407
485,east end,34.5507,-92.341,18.84,82,0,1.16,US,1728132648
486,caninde de sao francisco,-9.66,-37.7894,31.14,43,46,2.69,BR,1728132649
487,kataba,8.4604,-0.7732,25.7,86,99,1.33,GH,1728132650
488,ryotsu-minato,38.0833,138.4333,18.29,76,66,2.21,JP,1728132651
489,kandahar,31.0,65.75,29.19,10,5,5.26,AF,1728132652
490,holalkere,14.0333,76.1833,23.45,85,100,1.96,IN,1728132653
491,ulety,51.3572,112.4849,0.2,52,0,1.59,RU,1728132654
492,hinton,53.4001,-117.5857,1.19,94,13,1.79,CA,1728132655
493,magdagachi,53.45,125.8,1.44,61,1,1.54,RU,1728132656
494,borovskoy,53.8,64.15,13.25,30,0,2.26,KZ,1728132658
495,karlskrona,56.1616,15.5866,14.25,62,5,2.77,SE,1728132598
496,qandala,11.472,49.8728,30.54,66,47,2.5,SO,1728132660
497,santarem,-2.4431,-54.7083,30.07,74,20,6.69,BR,1728132621
498,inverell,-29.7833,151.1167,15.37,92,4,1.73,AU,1728132662
499,chihuahua,28.5,-106.0,13.63,59,0,0.68,MX,1728132434
500,semenivka,52.1783,32.5818,13.1,95,100,3.28,UA,1728132441
501,kasumkent,41.6773,48.146,19.03,45,1,3.57,RU,1728132665
502,fortuna,40.5982,-124.1573,8.51,100,0,3.6,US,1728132666
503,road town,18.4167,-64.6167,29.02,79,40,2.06,VG,1728132436
504,siwa oasis,29.2041,25.5195,31.41,23,0,2.62,EG,1728132670
505,san pedro pochutla,15.7333,-96.4667,23.73,91,100,2.07,MX,1728132672
506,taro,-8.3862,115.28,20.23,100,100,0.87,ID,1728132673
507,sao gabriel da cachoeira,-0.1303,-67.0892,25.89,83,40,2.06,BR,1728132674
508,allapalli,19.4167,80.0667,26.59,83,11,1.13,IN,1728132675
509,kuraymah,18.55,31.85,41.96,10,1,4.05,SD,1728132676
510,challakere,14.3167,76.65,25.74,75,100,2.86,IN,1728132677
511,infantes,38.7367,-3.0122,23.6,41,51,5.27,ES,1728132678
512,ierapetra,35.01,25.7353,26.16,61,2,5.26,GR,1728132679
513,neryungri,56.6709,124.6491,-2.04,92,89,1.3,RU,1728132681
514,tamandare,-8.7597,-35.1047,27.25,61,100,4.01,BR,1728132683
515,dukhan,25.4297,50.7858,32.3,49,0,6.51,QA,1728132685
516,trairi,-3.2778,-39.2689,30.22,55,75,6.45,BR,1728132552
517,znamenskoye,57.1281,73.8282,8.97,52,100,2.31,RU,1728132687
518,nizhniy kuranakh,58.8353,125.4869,0.24,85,100,2.11,RU,1728132689
519,beloyarskiy,63.7119,66.6722,2.76,82,100,3.6,RU,1728132690
520,coquimbo,-29.9533,-71.3436,11.85,100,100,1.03,CL,1728132662
521,arauca,7.0847,-70.7591,23.98,100,75,2.06,CO,1728132548
522,tondano,1.3038,124.9112,21.05,98,42,0.8,ID,1728132695
523,constitucion,-35.3333,-72.4167,15.22,59,6,1.7,CL,1728132696
524,al jawf,29.5,38.75,34.46,10,0,2.17,SA,1728132697
525,alta,69.9689,23.2717,5.59,81,75,0.0,NO,1728132698
526,sonoita,31.85,-112.8333,28.69,17,0,2.05,MX,1728132699
527,moranbah,-22.0016,148.0466,19.97,52,0,2.05,AU,1728132700
528,narvik,68.4384,17.4272,3.48,92,56,1.39,NO,1728132701
529,buulobarde,3.8538,45.5674,33.81,36,100,6.48,SO,1728132702
530,puerto lempira,15.2667,-83.7667,25.08,88,20,0.0,HN,1728132706
531,alotau,-10.3069,150.4462,23.77,97,66,1.85,PG,1728132707
532,saint-francois,46.4154,3.9054,14.26,69,75,3.09,FR,1728132708
533,stjordalshalsen,63.4681,10.9262,8.0,93,75,1.03,NO,1728132709
534,fairview heights,38.5889,-89.9904,16.44,94,0,0.0,US,1728132710
535,nogliki,51.8333,143.1667,8.49,88,67,3.13,RU,1728132712
536,alto piquiri,-24.0281,-53.4406,25.8,43,1,4.11,BR,1728132713
537,mbuguni,-3.5667,36.95,27.79,47,100,3.6,TZ,1728132716
538,keetmanshoop,-26.5833,18.1333,31.51,11,0,6.69,NA,1728132514
539,borogontsy,62.6683,131.1683,0.39,95,100,2.04,RU,1728132718
540,tateyama,34.9833,139.8667,21.02,88,100,5.49,JP,1728132719
541,tagta,41.6504,59.9164,22.97,53,0,5.14,TM,1728132721
542,brookings,44.3114,-96.7984,13.99,88,0,7.2,US,1728132676
543,lobujya,27.95,86.8167,-1.5,89,100,2.74,NP,1728132723
544,jiangkou,25.4872,119.1986,23.1,81,93,3.38,CN,1728132724
545,zabreh,49.8826,16.8722,11.14,74,100,1.64,CZ,1728132725
546,viitasaari,63.0667,25.8667,8.44,57,80,3.69,FI,1728132727
547,mirnyy,62.5353,113.9611,-1.28,93,49,2.82,RU,1728132728
548,tbilisskaya,45.3633,40.19,26.32,20,2,0.51,RU,1728132454
549,lai chau,22.3997,103.4517,17.38,86,15,2.14,VN,1728132730
550,saint-philippe,-21.3585,55.7679,20.63,63,9,6.06,RE,1728132731
551,guiratinga,-16.3494,-53.7583,35.58,27,6,4.7,BR,1728132732
552,boma,11.7117,4.2472,23.29,93,100,3.94,NG,1728132733
553,lufkin,31.3382,-94.7291,20.95,100,75,1.54,US,1728132734
554,tamanrasset,22.785,5.5228,32.95,13,40,1.54,DZ,1728132735
